CitationCoordinates	SecondaryCitationCoordinates	X	Y	Date	nom vulgar (comestible)	nom vulgar (no comestible)	Abundància	Densitat del sotabosc	Pendent	poligon?	foto	null	null
41.78292915 1.27607972	31TCG5674227111	356742	4627111	2014-12-06 10:32:44	Llenega negra. Hygrophorus latitabundus	---	3	1 gespa o gramínies només	2	[41.78292915, 1.27607972, 451]	foto_2014-12-06_17:27:54		
