CitationCoordinates	SecondaryCitationCoordinates	X	Y	Date	nom vulgar (comestible)	nom vulgar (no comestible)	Abundància	Detalls del bolet	Densitat del sotabosc	Pendent	poligon?	foto	null
41.56349454 1.83966097	31TDG0324801963	403248	4601963	2014-09-27 18:42:19	---	Pisolithus tinctorius	1. Escàs		1 gespa o gramínies només	1	[41.56349454, 1.83966097, 461]	boletsXavi20140927_072533.jpg	
